Time_Seconds,DL_bitrate,Network_Type
0,0.158150289017,3G
1.0629999999982829,0.144135465663,3G
2.1009999999987485,0.158150289017,3G
3.120999999999185,0.150211764706,3G
6.2849999999962165,8.175,4G
6.2849999999962165,8.175,4G
7.2849999999962165,8.052,4G
8.284999999996217,7.772,4G
9.284999999996217,3.847,4G
12.284999999996217,0.554724137931,3G
13.294999999990978,0.693481188119,3G
14.29599999999482,0.649646353646,3G
15.296999999991385,0.893442557443,3G
18.31799999998475,0.514,4G
19.31799999998475,0.223,4G
21.31799999998475,0.48,4G
22.31799999998475,0.626,4G
26.31799999998475,23.09,5G
27.31799999998475,20.766,5G
28.31799999998475,21.932,5G
30.31799999998475,21.503,5G
33.31799999998475,2.404,4G
34.31799999998475,1.297,4G
35.31799999998475,1.677,4G
36.31799999998475,3.03,4G
39.31799999998475,59.803,5G
39.31799999998475,0.003,5G
40.31799999998475,22.188,5G
41.31799999998475,86.554,5G
42.31799999998475,178.727,5G
45.31799999998475,0.0,4G
46.31799999998475,0.0,4G
47.31799999998475,0.0,4G
48.31799999998475,0.0,4G
51.31799999998475,2.25984690873,3G
52.3189999999845,2.63940859141,3G
53.326999999984764,2.29536507937,3G
54.32799999998451,2.09914885115,3G
57.33799999998428,1.96155844156,3G
58.34699999998611,2.2452011893,3G
59.35699999998451,1.78154455446,3G
60.36699999998291,1.86373069307,3G
63.394999999984975,1.82669573835,3G
64.40499999998337,2.05877227723,3G
65.40599999998358,2.51914485514,3G
66.41499999998541,2.02193062438,3G
69.43599999998241,0.0,4G
69.43599999998241,0.0,4G
70.43599999998241,0.0,4G
71.43599999998241,0.0,4G
72.43599999998241,0.0,4G
75.43599999998241,58.985,5G
76.43599999998241,57.674,5G
77.43599999998241,6.074,5G
78.43599999998241,6.074,5G
81.43599999998241,10.904,4G
82.43599999998241,0.279,4G
83.43599999998241,5.424,4G
84.43599999998241,10.445,4G
87.43599999998241,0.0,4G
89.43599999998241,0.0,4G
90.43599999998241,0.0,4G
92.43599999998241,0.313024630542,3G
93.44799999998122,1.39079051383,3G
94.45699999998124,1.42087611497,3G
95.45799999998144,0.285658341658,3G
98.49099999997907,50.52,5G
99.49099999997907,44.151,5G
101.49099999997907,24.662,5G
102.49099999997907,29.183,5G
106.49099999997907,0.918377622378,3G
107.5109999999795,0.712596078431,3G
108.51799999997729,1.05418867925,3G
109.53499999998076,0.731752212389,3G
112.58199999997942,16.004,4G
113.58199999997942,18.431,4G
114.58199999997942,13.208,4G
115.58199999997942,13.208,4G
118.58199999997942,1.85476984127,3G
119.67099999997936,1.70724701561,3G
120.68099999997958,2.3404990099,3G
121.68199999997978,1.81069330669,3G
124.86999999997988,0.177188571429,3G
125.91099999998096,0.178720461095,3G
126.92099999997936,0.693481188119,3G
128.11099999997805,0.984275630252,3G
131.2029999999786,0.637,4G
132.2029999999786,0.078,4G
133.2029999999786,0.749,4G
134.2029999999786,0.313,4G
137.2029999999786,0.131733333333,3G
138.2619999999797,0.144679886686,3G
139.48499999998512,0.116330335241,3G
140.58599999998023,0.119280653951,3G
143.92699999998786,0.0,5G
144.92699999998786,0.0,5G
144.92699999998786,1.348,5G
146.92699999998786,10.105,5G
148.92699999998786,1.94848664688,3G
149.93499999998585,1.62222222222,3G
150.95499999998628,1.62014117647,3G
151.9669999999851,1.09672727273,3G
155.0029999999815,0.182560140474,3G
156.0079999999789,0.206901492537,3G
157.178999999981,0.196263023057,3G
158.2429999999831,0.195428571429,3G
161.42399999997997,18.358,5G
164.42399999997997,9.907,5G
164.42399999997997,9.907,5G
167.42399999997997,0.205135895033,3G
168.64099999998416,0.279,3G
169.82499999998163,0.203351351351,3G
170.8649999999825,0.147323076923,3G
174.48299999998835,19.574,5G
175.48299999998835,0.0,5G
175.48299999998835,0.0,5G
176.48299999998835,8.23,5G
177.48299999998835,6.142,5G
181.48299999998835,0.37,5G
182.48299999998835,0.656,5G
184.48299999998835,0.578,5G
185.48299999998835,0.534,5G
189.48299999998835,0.918377622378,3G
190.5119999999888,0.390616132167,3G
191.512999999989,1.31196803197,3G
192.5139999999892,1.2275004995,3G
195.57299999999032,20.168,5G
196.57299999999032,20.871,5G
197.57299999999032,19.958,5G
198.57299999999032,19.686,5G
201.57299999999032,15.613,4G
202.57299999999032,16.574,4G
203.57299999999032,15.456,4G
204.57299999999032,19.918,4G
207.57299999999032,30.713,5G
208.57299999999032,21.462,5G
209.57299999999032,29.126,5G
210.57299999999032,32.971,5G
213.57299999999032,3.97,4G
214.57299999999032,5.222,4G
216.57299999999032,2.796,4G
217.57299999999032,6.609,4G
221.57299999999032,2.236,4G
222.57299999999032,2.476,4G
223.57299999999032,1.924,4G
225.57299999999032,1.804,4G
228.57299999999032,8.857,4G
229.57299999999032,5.826,4G
231.57299999999032,7.045,4G
232.57299999999032,6.576,4G
236.57299999999032,2.72679484638,3G
237.5739999999903,1.81488911089,3G
238.7129999999902,1.13791747147,3G
239.73499999999035,1.09225831703,3G
242.8759999999902,19.213,5G
243.8759999999902,57.135,5G
244.8759999999902,119.156,5G
245.8759999999902,124.961,5G
248.8759999999902,2.92507936508,3G
249.8769999999904,2.613002997,3G
250.8779999999906,1.62263336663,3G
251.87899999998717,2.47541258741,3G
254.88199999998778,16.952,5G
255.88199999998778,18.52,5G
256.8819999999878,18.223,5G
257.8819999999878,17.454,5G
260.8819999999878,7.895,4G
261.8819999999878,7.18,4G
262.8819999999878,7.895,4G
263.8819999999878,8.309,4G
266.8819999999878,0.002,5G
266.8819999999878,0.002,5G
268.8819999999878,0.787,5G
269.8819999999878,3.259,5G
271.8819999999878,0.173542120912,3G
272.90599999998904,0.21375,3G
273.91299999999046,0.685632571996,3G
275.09699999998793,0.400486486486,3G
278.15199999999186,9.081,4G
279.15199999999186,6.777,4G
280.15199999999186,4.563,4G
281.15199999999186,4.261,4G
284.15199999999186,0.0,4G
286.15199999999186,0.0,4G
287.15199999999186,0.0,4G
289.15199999999186,11.1,5G
290.15199999999186,17.595,5G
291.15199999999186,17.595,5G
291.15199999999186,14.275,5G
294.15199999999186,0.003,5G
295.15199999999186,23.446,5G
296.15199999999186,38.004,5G
297.15199999999186,37.528,5G
300.15199999999186,7.743,5G
301.15199999999186,7.743,5G
302.15199999999186,3.328,5G
303.15199999999186,15.011,5G
306.15199999999186,8.617,5G
307.15199999999186,10.491,5G
308.15199999999186,10.57,5G
310.15199999999186,9.784,5G
313.15199999999186,10.96,4G
314.15199999999186,7.828,4G
315.15199999999186,8.857,4G
316.15199999999186,9.864,4G
319.15199999999186,1.56342857143,3G
320.1619999999921,0.411754455446,3G
321.16299999999046,1.28162237762,3G
322.16399999999066,2.43266333666,3G
325.1849999999895,31.371,4G
326.1849999999895,33.552,4G
327.1849999999895,39.02,4G
328.1849999999895,19.683,4G
331.1849999999895,1.00969411765,3G
332.1939999999877,1.16780178394,3G
333.1949999999915,1.29603996004,3G
334.2039999999897,1.30930426165,3G
337.22299999998995,1.274,4G
338.22299999998995,1.062,4G
339.22299999998995,0.894,4G
340.22299999998995,0.782,4G
343.22299999998995,0.204,3G
344.40299999999024,0.325925423729,3G
345.40399999999045,0.493842157842,3G
346.4329999999891,0.558896015549,3G
349.79399999998986,1.319,5G
350.79399999998986,0.166,5G
351.79399999998986,0.078,5G
352.79399999998986,0.268,5G
355.79399999998986,23.046,5G
356.79399999998986,23.059,5G
357.79399999998986,23.081,5G
358.79399999998986,23.056,5G
361.79399999998986,0.162165413534,3G
362.90999999998803,0.144946236559,3G
363.96999999998934,0.152603773585,3G
365.0339999999878,0.152316384181,3G
368.32599999998547,3.9031048951,3G
369.3269999999857,3.45914885115,3G
370.3279999999859,3.67871328671,3G
371.3359999999857,3.70164285714,3G
374.3389999999863,5.513,4G
375.3389999999863,5.703,4G
376.3389999999863,5.849,4G
377.3389999999863,4.093,4G
380.3389999999863,0.001,5G
381.3389999999863,5.341,5G
382.3389999999863,7.573,5G
383.3389999999863,7.441,5G
386.3389999999863,0.579388235294,3G
387.3489999999847,0.246962376238,3G
388.3589999999831,1.36529108911,3G
389.36799999998493,1.0087135778,3G
392.39799999998013,1.63571809524,3G
393.40799999998035,0.379247524752,3G
394.41899999997895,1.84207319486,3G
395.41999999997915,2.41142857143,3G
398.4509999999782,19.504,4G
399.4509999999782,20.321,4G
400.4509999999782,21.193,4G
401.4509999999782,19.012,4G
404.4509999999782,17.983,4G
405.4509999999782,14.248,4G
406.4509999999782,28.776,4G
407.4509999999782,28.027,4G
410.4509999999782,1.35445544554,3G
411.4519999999766,1.33383416583,3G
412.4599999999782,1.38336507937,3G
413.4699999999766,1.61451089109,3G
416.479999999975,3.977,5G
417.479999999975,10.799,5G
418.479999999975,12.008,5G
420.479999999975,8.688,5G
423.479999999975,2.945,5G
424.479999999975,18.635,5G
425.479999999975,24.348,5G
426.479999999975,139.961,5G
429.479999999975,9.416,4G
430.479999999975,9.786,4G
431.479999999975,7.101,4G
432.479999999975,7.694,4G
435.479999999975,0.648373015873,3G
436.48399999997946,0.615768924303,3G
437.50299999997605,0.720243375859,3G
438.52399999997306,0.642256611166,3G
441.55099999997856,226.463,5G
442.55099999997856,210.387,5G
443.55099999997856,261.31,5G
444.55099999997856,72.681,5G
447.55099999997856,0.0,4G
448.55099999997856,0.0,4G
449.55099999997856,0.0,4G
450.55099999997856,0.0,4G
453.55099999997856,3.82017982018,3G
454.5599999999786,3.24757185332,3G
455.5689999999786,2.68355996036,3G
456.569999999977,3.95137662338,3G
459.596999999977,3.24023153693,3G
460.6039999999748,4.35440714995,3G
461.604999999975,3.65394605395,3G
462.721999999977,2.1232515667,3G
465.7369999999728,0.199746397695,3G
466.97599999997055,0.158992736077,3G
468.2119999999677,0.194796116505,3G
469.2419999999702,0.244380582524,3G
472.95599999996284,1.47510802775,3G
473.9569999999628,1.81942857143,3G
474.9669999999628,2.08494257426,3G
475.9769999999629,1.91790891089,3G
478.98899999996286,52.175,5G
479.98899999996286,57.533,5G
480.98899999996286,0.0,5G
480.98899999996286,0.0,5G
483.98899999996286,0.206285714286,3G
485.00099999996166,0.151399209486,3G
486.10899999996184,0.774527075812,3G
487.10999999996204,0.96210989011,3G
490.24199999995983,26.953,4G
491.24199999995983,12.056,4G
492.24199999995983,22.211,4G
493.24199999995983,11.799,4G
496.24199999995983,0.0,5G
496.24199999995983,2.81,5G
497.24199999995983,7.52,5G
498.24199999995983,7.52,5G
498.24199999995983,10.954,5G
501.24199999995983,1.40863366337,3G
502.25199999995823,1.46281188119,3G
503.26199999995845,1.20725544554,3G
504.27199999995867,1.40863366337,3G
507.3019999999557,2.952,4G
508.3019999999557,2.628,4G
509.3019999999557,2.225,4G
510.3019999999557,2.326,4G
513.3019999999557,2.16400775194,3G
514.3109999999557,2.57059266601,3G
515.3119999999559,1.84441158841,3G
516.3129999999561,1.8304015984,3G
519.3319999999563,0.0,4G
520.3319999999563,0.0,4G
520.3319999999563,0.0,4G
521.3319999999563,0.0,4G
522.3319999999563,0.0,4G
526.3319999999563,0.011,4G
527.3319999999563,0.324,4G
528.3319999999563,0.603,4G
529.3319999999563,0.849,4G
532.3319999999563,4.607,5G
533.3319999999563,6.028,5G
534.3319999999563,5.765,5G
535.3319999999563,3.517,5G
538.3319999999563,18.094,5G
539.3319999999563,17.797,5G
540.3319999999563,28.07,5G
541.3319999999563,43.853,5G
544.3319999999563,0.550240469208,3G
545.3389999999541,0.815094339623,3G
546.5689999999573,0.791915378356,3G
547.5699999999539,1.15890509491,3G
550.8139999999527,0.0,4G
551.8139999999527,0.0,4G
552.8139999999527,0.0,4G
553.8139999999527,0.0,4G
556.8139999999527,11.755,5G
557.8139999999527,6.473,5G
559.8139999999527,11.27,5G
559.8139999999527,17.456,5G
563.8139999999527,0.693481188119,3G
564.8249999999531,1.23404154303,3G
565.8259999999515,0.787180819181,3G
566.8339999999531,0.351936507937,3G
569.8569999999523,16.943,4G
570.8569999999523,29.212,4G
571.8569999999523,37.634,4G
572.8569999999523,42.141,4G
575.8569999999523,1.65054145854,3G
576.8659999999505,1.35066005946,3G
578.025999999954,1.42997931034,3G
579.0279999999544,1.77291816367,3G
582.2059999999543,16.697,4G
584.2059999999543,14.393,4G
585.2059999999543,20.97,4G
587.2059999999543,0.900091360477,3G
588.2269999999513,1.29698726738,3G
589.2459999999552,0.597668302257,3G
591.0379999999528,0.12825,3G
594.0989999999507,2.83540931615,3G
595.0999999999507,4.04977422577,3G
596.1009999999508,5.28521078921,3G
597.1079999999507,1.79771996028,3G
600.1109999999508,38.618,4G
601.1109999999508,32.187,4G
602.1109999999508,28.317,4G
604.1109999999508,26.763,4G
607.1109999999508,4.6125805169,3G
608.62499999995,1.22088771466,3G
609.6319999999496,7.26579543198,3G
610.6329999999498,3.9031048951,3G
614.6679999999478,3.187,4G
615.6679999999478,8.701,4G
616.6679999999478,6.128,4G
617.6679999999478,1.677,4G
