Time_Seconds,DL_bitrate,Network_Type
0,9.17,4G
1.0,8.857,4G
3.0,9.215,4G
4.0,9.305,4G
8.0,11.323,5G
8.0,11.323,5G
9.0,12.6,5G
10.0,11.436,5G
11.0,11.363,5G
14.0,0.068,5G
15.0,0.277,5G
16.0,0.366,5G
17.0,0.367,5G
20.0,215.684,5G
21.0,214.82,5G
22.0,229.25,5G
23.0,238.791,5G
26.0,3.33912487512,3G
27.078000000000202,2.82650834879,3G
28.110000000000127,2.9056744186,3G
29.118000000000166,3.30507936508,3G
32.306000000000495,7.795,4G
33.306000000000495,7.113,4G
34.306000000000495,6.106,4G
35.306000000000495,7.851,4G
38.306000000000495,1.3174,3G
39.31600000000071,1.66868910891,3G
40.32600000000093,1.19714851485,3G
41.326999999999316,2.19754645355,3G
44.35699999999997,1.856,4G
45.35699999999997,1.028,4G
47.35699999999997,1.894,4G
48.35699999999997,1.968,4G
52.35699999999997,2.08182217782,3G
53.36599999999817,2.08250545094,3G
54.36699999999837,2.23488511489,3G
55.375999999996566,2.08700891972,3G
58.39499999999316,9.718,4G
59.39499999999316,11.43,4G
60.39499999999316,15.456,4G
61.39499999999316,17.827,4G
64.39499999999316,3.41,5G
65.39499999999316,3.696,5G
66.39499999999316,3.425,5G
67.39499999999316,3.365,5G
70.39499999999316,0.590117647059,3G
71.40499999999156,0.996879207921,3G
72.4149999999936,0.958035643564,3G
73.4359999999906,1.20051714006,3G
76.46599999998944,0.118023529412,3G
77.674999999992,0.10876426799,3G
78.7069999999876,0.106149369544,3G
79.83399999998801,0.106818101154,3G
83.28399999998874,3.053,4G
84.28399999998874,3.31,4G
85.28399999998874,3.601,4G
86.28399999998874,5.167,4G
89.28399999998874,0.055,5G
90.28399999998874,0.067,5G
91.28399999998874,0.067,5G
92.28399999998874,0.055,5G
95.28399999998874,26.042,5G
96.28399999998874,24.697,5G
97.28399999998874,83.651,5G
98.28399999998874,87.991,5G
101.28399999998874,13.331,4G
102.28399999998874,13.834,4G
102.28399999998874,13.834,4G
103.28399999998874,9.73,4G
104.28399999998874,8.097,4G
108.28399999998874,8.656,4G
109.28399999998874,9.327,4G
110.28399999998874,11.049,4G
112.28399999998874,12.201,4G
115.28399999998874,201.88,5G
117.28399999998874,166.608,5G
118.28399999998874,196.115,5G
120.28399999998874,8.119,4G
121.28399999998874,8.656,4G
123.28399999998874,9.73,4G
124.28399999998874,11.564,4G
128.28399999998874,15.824,5G
129.28399999998874,20.123,5G
130.28399999998874,18.713,5G
131.28399999998874,11.719,5G
134.28399999998874,0.975207920792,3G
135.29399999999077,0.986043564356,3G
136.3039999999928,1.04022178218,3G
137.312999999991,1.064,3G
140.34299999999712,4.146,5G
141.34299999999712,17.427,5G
142.34299999999712,18.262,5G
143.34299999999712,17.698,5G
146.34299999999712,4.138,4G
147.34299999999712,6.509,4G
149.34299999999712,8.31,4G
150.34299999999712,9.305,4G
154.34299999999712,0.11180395853,3G
155.36699999999473,0.1895625,3G
156.50599999999758,0.132551360843,3G
157.5859999999957,0.149777777778,3G
160.77299999999377,13.286,4G
161.77299999999377,19.426,4G
162.77299999999377,13.42,4G
163.77299999999377,12.693,4G
166.77299999999377,17.527,5G
167.77299999999377,11.475,5G
168.77299999999377,8.295,5G
168.77299999999377,8.295,5G
171.77299999999377,0.193970149254,3G
172.7909999999938,0.333265225933,3G
173.82099999999627,0.286881553398,3G
174.85099999999875,0.361258252427,3G
177.91700000000128,6.497,4G
178.91700000000128,5.681,4G
179.91700000000128,13.387,4G
180.91700000000128,13.555,4G
183.91700000000128,24.838,5G
184.91700000000128,203.939,5G
185.91700000000128,197.531,5G
187.91700000000128,225.494,5G
190.91700000000128,1.59526336634,3G
191.92700000000332,1.48115643564,3G
192.93700000000172,1.37365544554,3G
193.94700000000375,1.46301782178,3G
196.97700000000623,2.436,5G
197.97700000000623,2.436,5G
197.97700000000623,1.457,5G
198.97700000000623,1.488,5G
199.97700000000623,1.505,5G
203.97700000000623,1.15307722772,3G
204.99700000000303,1.20169411765,3G
206.00200000000405,1.05628656716,3G
