Time_Seconds,DL_bitrate,Network_Type
0,9.445,5G
2.0,11.133,5G
2.0,2.415,5G
3.0,2.415,5G
7.0,1.9415024777,3G
8.0099999999984,1.84655841584,3G
9.010999999998603,1.91782617383,3G
10.019999999998618,2.02827353816,3G
13.04099999999562,31.736,5G
14.04099999999562,154.025,5G
15.04099999999562,170.408,5G
16.04099999999562,176.965,5G
19.04099999999562,192.803,5G
21.04099999999562,49.514,5G
22.04099999999562,0.002,5G
24.04099999999562,1.57428571429,3G
25.047999999997046,1.41734260179,3G
26.05199999999786,1.48245418327,3G
27.059999999995853,1.20965079365,3G
30.07799999999952,24.0,4G
31.07799999999952,32.131,4G
33.07799999999952,24.817,4G
34.07799999999952,30.934,4G
38.07799999999952,12.805,4G
39.07799999999952,10.591,4G
40.07799999999952,18.017,4G
41.07799999999952,10.803,4G
44.07799999999952,0.003,5G
45.07799999999952,11.847,5G
46.07799999999952,18.685,5G
47.07799999999952,33.982,5G
50.07799999999952,4.965,4G
51.07799999999952,4.44,4G
52.07799999999952,4.708,4G
53.07799999999952,5.088,4G
56.07799999999952,193.346,5G
57.07799999999952,64.524,5G
58.07799999999952,64.524,5G
58.07799999999952,0.002,5G
61.07799999999952,1.63,5G
62.07799999999952,0.0,5G
63.07799999999952,0.0,5G
64.07799999999952,0.004,5G
67.07799999999952,3.686,5G
68.07799999999952,3.127,5G
69.07799999999952,0.002,5G
69.07799999999952,0.002,5G
72.07799999999952,29.128,5G
73.07799999999952,35.242,5G
74.07799999999952,45.323,5G
77.07799999999952,35.741,5G
80.07799999999952,9.023,5G
81.07799999999952,10.514,5G
82.07799999999952,12.088,5G
83.07799999999952,3.658,5G
86.07799999999952,4.932,4G
87.07799999999952,7.985,4G
88.07799999999952,6.777,4G
89.07799999999952,3.075,4G
92.07799999999952,128.279,5G
93.07799999999952,0.0,5G
93.07799999999952,0.0,5G
94.07799999999952,7.849,5G
95.07799999999952,23.226,5G
99.07799999999952,0.995,4G
100.07799999999952,1.353,4G
101.07799999999952,0.917,4G
102.07799999999952,0.726,4G
