Time_Seconds,DL_bitrate,Network_Type
0,2.47541258741,3G
1.0980000000017753,2.58564663024,3G
2.106999999999971,3.1779900892,3G
3.1080000000001746,3.1641958042,3G
6.313000000001921,11.629,5G
6.313000000001921,7.084,5G
7.313000000001921,129.413,5G
8.31300000000192,196.715,5G
10.31300000000192,161.047,5G
13.31300000000192,25.756,4G
14.31300000000192,26.506,4G
15.31300000000192,24.839,4G
17.31300000000192,26.965,4G
20.31300000000192,9.786,4G
21.31300000000192,12.738,4G
23.31300000000192,11.754,4G
24.31300000000192,8.745,4G
28.31300000000192,0.469,4G
29.31300000000192,9.707,4G
30.31300000000192,5.301,4G
31.31300000000192,4.171,4G
34.31300000000192,26.282,5G
34.31300000000192,22.456,5G
35.31300000000192,0.001,5G
36.31300000000192,0.001,5G
37.31300000000192,18.497,5G
40.31300000000192,0.817,5G
41.31300000000192,0.387,5G
43.31300000000192,0.529,5G
44.31300000000192,0.276,5G
48.31300000000192,17.253,5G
50.31300000000192,19.06,5G
52.31300000000192,12.637,5G
54.31300000000192,18.592,5G
55.31300000000192,74.981,5G
56.31300000000192,180.529,5G
57.31300000000192,202.449,5G
60.31300000000192,1.88803165183,3G
61.314000000001215,2.39434165834,3G
62.332000000001244,1.48803143418,3G
63.33300000000145,2.25675124875,3G
66.35300000000007,3.22,4G
67.35300000000007,5.446,4G
68.35300000000007,3.444,4G
69.35300000000007,3.131,4G
72.35300000000007,1.84513492063,3G
73.35400000000391,1.98968231768,3G
74.61399999999867,1.65288253968,3G
75.62300000000414,1.78057142857,3G
78.88500000000658,11.608,4G
79.88500000000658,10.434,4G
80.88500000000658,11.944,4G
81.88500000000658,9.282,4G
84.88500000000658,1.21692666667,3G
85.89500000000862,1.56076831683,3G
86.90700000000379,1.43581818182,3G
88.07500000000164,1.49465068493,3G
91.10700000000088,2.89086913087,3G
92.16600000000199,2.84621718602,3G
93.16700000000037,3.24712087912,3G
94.16800000000057,2.87993606394,3G
97.28700000000117,45.634,5G
98.28700000000117,35.107,5G
99.28700000000117,27.33,5G
100.28700000000117,46.902,5G
103.28700000000117,3.89281437126,3G
104.28800000000138,4.04977422577,3G
105.29500000000098,3.46051241311,3G
106.29600000000119,3.37192407592,3G
