Time_Seconds,DL_bitrate,Network_Type
0,10.023,5G
1.0,9.121,5G
2.0,9.121,5G
2.0,8.607,5G
5.0,5.492,5G
6.0,7.801,5G
7.0,9.13,5G
8.0,7.718,5G
11.0,6.968,5G
13.0,3.478,5G
14.0,0.002,5G
16.0,12.582,4G
17.0,9.763,4G
18.0,28.452,4G
19.0,30.934,4G
22.0,7.336,4G
23.0,9.439,4G
24.0,10.132,4G
25.0,2.661,4G
28.0,12.484,5G
29.0,12.131,5G
30.0,12.164,5G
31.0,12.104,5G
34.0,9.93,5G
35.0,0.621,5G
36.0,17.778,5G
37.0,17.262,5G
40.0,64.258,5G
41.0,77.641,5G
42.0,86.408,5G
44.0,99.144,5G
47.0,1.63505976096,3G
48.00799999999799,1.71993650794,3G
49.11999999999898,1.84448920863,3G
50.12700000000041,1.90188679245,3G
53.25499999999738,3.761,5G
54.25499999999738,4.017,5G
55.25499999999738,3.543,5G
56.25499999999738,4.582,5G
59.25499999999738,8.611,4G
60.25499999999738,2.818,4G
61.25499999999738,12.391,4G
62.25499999999738,12.38,4G
65.25499999999738,0.100223048327,3G
67.11099999999715,0.278068965517,3G
68.1559999999954,0.123835406699,3G
69.39099999999598,0.113515789474,3G
74.14799999999377,30.641,5G
75.14799999999377,16.448,5G
77.14799999999377,22.282,5G
78.14799999999377,28.008,5G
82.14799999999377,39.535,4G
83.14799999999377,31.169,4G
84.14799999999377,33.037,4G
85.14799999999377,20.421,4G
88.14799999999377,11.999,5G
89.14799999999377,12.693,5G
90.14799999999377,13.423,5G
91.14799999999377,13.423,5G
94.14799999999377,2.0371009901,3G
95.15799999999581,1.84205940594,3G
96.16899999999623,1.05625321464,3G
97.16999999999462,1.41036563437,3G
100.20099999999911,114.352,5G
101.20099999999911,280.606,5G
102.20099999999911,274.563,5G
103.20099999999911,278.019,5G
106.20099999999911,3.14872327672,3G
107.25099999999838,3.26058666667,3G
108.25299999999879,4.73855744256,3G
109.25900000000001,3.86646520875,3G
112.36099999999897,0.525,4G
113.36099999999897,0.782,4G
114.36099999999897,1.263,4G
115.36099999999897,2.046,4G
118.36099999999897,0.155160680529,3G
