Time_Seconds,DL_bitrate,Network_Type
0,3.39379020979,3G
1.0079999999998108,3.21822222222,3G
2.087999999999738,2.63887407407,3G
3.088999999999942,2.9081958042,3G
6.184999999999491,142.302,5G
7.184999999999491,189.973,5G
8.18499999999949,227.203,5G
8.18499999999949,227.203,5G
11.18499999999949,13.823,4G
11.18499999999949,13.823,4G
12.18499999999949,12.604,4G
12.18499999999949,12.604,4G
13.18499999999949,12.917,4G
13.18499999999949,12.917,4G
17.18499999999949,7.574,5G
18.18499999999949,24.672,5G
19.18499999999949,24.598,5G
21.18499999999949,25.46,5G
24.18499999999949,6.934,4G
25.18499999999949,8.242,4G
26.18499999999949,9.305,4G
27.18499999999949,14.662,4G
30.18499999999949,8.965,5G
31.18499999999949,9.841,5G
33.18499999999949,11.75,5G
34.18499999999949,13.413,5G
38.18499999999949,17.872,4G
39.18499999999949,17.86,4G
40.18499999999949,21.518,4G
41.18499999999949,11.597,4G
44.18499999999949,1.02770829171,3G
45.443999999999505,0.970954725973,3G
46.46399999999994,0.579388235294,3G
47.465000000000146,1.2573026973,3G
51.00300000000061,35.376,5G
52.00300000000061,219.295,5G
54.00300000000061,245.29,5G
55.00300000000061,238.538,5G
59.00300000000061,4.519,4G
60.00300000000061,4.585,4G
60.00300000000061,4.585,4G
61.00300000000061,7.638,4G
62.00300000000061,7.247,4G
66.00300000000061,3.20338861139,3G
67.00400000000081,2.39888111888,3G
68.00499999999738,3.18606193806,3G
69.0119999999988,3.00405958292,3G
72.01499999999578,14.606,4G
73.01499999999578,15.042,4G
74.01499999999578,13.689,4G
75.01499999999578,13.532,4G
78.01499999999578,0.356,5G
79.01499999999578,0.388,5G
80.01499999999578,0.1,5G
81.01499999999578,0.178,5G
84.01499999999578,1.33,4G
84.01499999999578,1.33,4G
85.01499999999578,3.735,4G
86.01499999999578,4.093,4G
87.01499999999578,5.111,4G
90.01499999999578,0.905,4G
92.01499999999578,1.028,4G
93.01499999999578,0.906,4G
95.01499999999578,6.151,4G
96.01499999999578,6.285,4G
97.01499999999578,9.237,4G
98.01499999999578,4.384,4G
101.01499999999578,0.111055350554,3G
102.02999999999156,0.150951724138,3G
103.049999999992,0.107294117647,3G
104.14599999998973,0.109839416058,3G
107.19599999998172,50.104,4G
108.19599999998172,51.759,4G
109.19599999998172,41.0,4G
111.19599999998172,16.261,4G
114.19599999998172,4.96815184815,3G
115.25399999998172,4.2806805293,3G
116.25499999998175,4.61829370629,3G
117.26299999998173,4.58622222222,3G
120.37999999998175,1.24922434783,3G
121.38099999998195,1.54156243756,3G
122.51999999998117,1.13534679543,3G
123.52099999998137,1.2573026973,3G
126.66199999998099,2.78476039604,3G
127.67199999997939,1.97665742574,3G
128.68199999998143,3.16046732673,3G
129.68299999998163,3.12685714286,3G
132.71299999998047,4.495,4G
133.71299999998047,0.011,4G
134.71299999998047,2.124,4G
135.71299999998047,5.379,4G
138.71299999998047,15.809,5G
139.71299999998047,19.716,5G
140.71299999998047,13.287,5G
142.71299999998047,19.511,5G
145.71299999998047,2.986,4G
146.71299999998047,3.254,4G
147.71299999998047,2.773,4G
148.71299999998047,1.811,4G
151.71299999998047,41.615,4G
152.71299999998047,41.671,4G
153.71299999998047,41.872,4G
155.71299999998047,41.705,4G
158.71299999998047,2.26088622754,3G
159.72099999997846,2.43650793651,3G
160.72199999997866,2.68314085914,3G
161.7409999999789,1.75061040236,3G
164.75799999997508,6.35,5G
165.75799999997508,6.35,5G
165.75799999997508,6.35,5G
166.75799999997508,0.103,5G
167.75799999997508,5.233,5G
171.75799999997508,1.82669573835,3G
172.76799999997348,2.05877227723,3G
173.7689999999737,2.51914485514,3G
174.77799999997552,2.02193062438,3G
177.79899999997252,10.143,5G
179.79899999997252,5.37,5G
180.79899999997252,5.014,5G
182.79899999997252,0.458933066933,3G
183.82799999997115,0.547610894942,3G
184.8379999999732,0.942700990099,3G
185.8389999999734,0.382657342657,3G
188.9069999999727,5.983,4G
189.9069999999727,4.059,4G
190.9069999999727,5.189,4G
191.9069999999727,5.368,4G
194.9069999999727,231.869,5G
196.9069999999727,204.9,5G
197.9069999999727,235.589,5G
199.9069999999727,10.278,4G
200.9069999999727,11.754,4G
201.9069999999727,12.66,4G
201.9069999999727,12.66,4G
204.9069999999727,0.455294117647,3G
205.91699999997292,0.585124752475,3G
206.91799999997312,0.402453546454,3G
207.92699999997313,0.564011892963,3G
210.94799999997377,6.687,5G
211.94799999997377,9.271,5G
212.94799999997377,9.574,5G
215.94799999997377,6.436,5G
218.94799999997377,2.292,4G
219.94799999997377,1.588,4G
220.94799999997377,0.592,4G
221.94799999997377,0.592,4G
224.94799999997377,28.877,4G
225.94799999997377,45.574,4G
226.94799999997377,30.342,4G
227.94799999997377,39.244,4G
230.94799999997377,43.947,5G
231.94799999997377,116.514,5G
233.94799999997377,131.47,5G
234.94799999997377,142.835,5G
238.94799999997377,75.982,5G
239.94799999997377,134.781,5G
240.94799999997377,122.487,5G
241.94799999997377,122.65,5G
244.94799999997377,0.124363636364,3G
246.0289999999721,0.13161147086,3G
247.08499999997622,0.114,3G
248.34499999997826,0.104228571429,3G
251.562999999979,25.913,4G
252.562999999979,25.197,4G
253.562999999979,25.622,4G
254.562999999979,14.908,4G
257.562999999979,1.44959207921,3G
258.5739999999776,1.48983580613,3G
259.7829999999729,1.342808933,3G
260.8329999999758,1.4193447619,3G
264.0639999999683,1.50428599801,3G
265.0649999999685,1.95701898102,3G
266.07699999997095,1.45360474308,3G
267.0959999999712,1.72913052012,3G
270.10999999997404,10.837,4G
271.10999999997404,8.018,4G
272.10999999997404,11.105,4G
273.10999999997404,8.153,4G
276.10999999997404,9.696,4G
277.10999999997404,13.7,4G
278.10999999997404,14.114,4G
280.10999999997404,10.087,4G
283.10999999997404,42.085,4G
284.10999999997404,42.007,4G
285.10999999997404,41.917,4G
286.10999999997404,42.23,4G
289.10999999997404,4.474,4G
290.10999999997404,2.874,4G
291.10999999997404,2.013,4G
292.10999999997404,2.27,4G
295.10999999997404,19.55,5G
296.10999999997404,19.274,5G
297.10999999997404,20.202,5G
298.10999999997404,20.202,5G
301.10999999997404,0.002,5G
302.10999999997404,6.263,5G
303.10999999997404,22.451,5G
304.10999999997404,70.446,5G
307.10999999997404,0.139287272727,3G
308.1409999999749,0.144302618817,3G
309.23999999997505,0.278828025478,3G
310.29999999997455,0.155479245283,3G
313.4609999999764,2.568,5G
314.4609999999764,2.384,5G
316.4609999999764,2.342,5G
317.4609999999764,2.133,5G
321.4609999999764,0.001,4G
322.4609999999764,0.003,4G
323.4609999999764,0.003,4G
324.4609999999764,0.003,4G
327.4609999999764,1.37612673267,3G
328.4709999999765,0.784665346535,3G
329.4809999999765,1.34361980198,3G
330.6309999999765,1.48852869565,3G
333.6609999999767,2.661,4G
334.6609999999767,2.587,4G
335.6609999999767,1.389,4G
336.6609999999767,0.458,4G
339.6609999999767,0.149781021898,3G
340.6629999999771,0.152910179641,3G
341.68099999997713,0.139756385069,3G
342.7829999999761,0.119172413793,3G
345.8049999999769,11.223,5G
346.8049999999769,9.429,5G
347.8049999999769,11.254,5G
348.8049999999769,11.23,5G
351.8049999999769,1.62245811365,3G
352.81399999997876,6.62403964321,3G
353.81499999997897,2.39434165834,3G
354.82399999997716,2.28858671952,3G
357.84299999998103,61.48,5G
358.84299999998103,58.638,5G
360.84299999998103,0.0,5G
360.84299999998103,0.0,5G
364.84299999998103,5.764,5G
365.84299999998103,1.782,5G
366.84299999998103,16.17,5G
367.84299999998103,7.153,5G
370.84299999998103,1.79302297702,3G
371.85299999998125,1.30477623762,3G
372.86199999998126,1.93065609514,3G
373.87199999997966,1.60817425743,3G
376.9009999999801,7.265,5G
377.9009999999801,1.079,5G
378.9009999999801,0.422,5G
379.9009999999801,5.226,5G
382.9009999999801,1.0944,3G
383.92099999998055,0.809160784314,3G
385.22499999998064,0.100515337423,3G
386.23099999998186,2.04545526839,3G
389.5749999999828,7.895,4G
390.5749999999828,4.876,4G
391.5749999999828,10.199,4G
392.5749999999828,13.342,4G
395.5749999999828,30.445,5G
396.5749999999828,31.222,5G
397.5749999999828,31.22,5G
398.5749999999828,30.126,5G
401.5749999999828,1.26577250247,3G
402.583999999981,1.45691179386,3G
403.59199999998265,1.32564285714,3G
404.7629999999811,1.08763791631,3G
407.7889999999791,49.466,4G
409.7889999999791,61.087,4G
410.7889999999791,65.459,4G
412.7889999999791,2.55833766234,3G
413.7899999999789,2.34421578422,3G
414.79799999997914,2.77307936508,3G
415.7989999999789,2.94553446553,3G
418.80899999997865,11.184,4G
419.80899999997865,13.834,4G
420.80899999997865,13.946,4G
421.80899999997865,14.639,4G
424.80899999997865,10.986,5G
424.80899999997865,9.13,5G
426.80899999997865,8.54,5G
427.80899999997865,11.466,5G
429.80899999997865,11.375,5G
430.80899999997865,7.553,5G
433.80899999997865,2.557,5G
434.80899999997865,0.147464870067,3G
435.8299999999793,0.379984313725,3G
436.8409999999779,0.920118694362,3G
437.8489999999759,1.00971428571,3G
440.90199999997577,14.091,4G
442.90199999997577,0.727,4G
443.90199999997577,4.495,4G
445.90199999997577,0.988074582924,3G
446.9219999999744,0.858352941176,3G
447.9319999999746,1.03388514851,3G
448.95199999997504,1.63087058824,3G
452.0019999999725,4.171,4G
452.0019999999725,4.171,4G
453.0019999999725,5.066,4G
454.0019999999725,5.334,4G
455.0019999999725,5.334,4G
458.0019999999725,1.43223176823,3G
459.0109999999707,0.670660059465,3G
460.02099999997273,1.13774257426,3G
461.0519999999754,0.468492725509,3G
464.07999999997384,8.596,5G
465.07999999997384,14.198,5G
466.07999999997384,13.623,5G
467.07999999997384,13.623,5G
470.07999999997384,25.029,4G
471.07999999997384,26.8,4G
472.07999999997384,20.656,4G
473.07999999997384,23.575,4G
476.07999999997384,15.89,5G
478.07999999997384,17.326,5G
479.07999999997384,24.009,5G
481.07999999997384,217.792,5G
482.07999999997384,218.095,5G
483.07999999997384,242.636,5G
484.07999999997384,198.19,5G
487.07999999997384,3.131,4G
488.07999999997384,3.981,4G
489.07999999997384,5.2,4G
490.07999999997384,6.945,4G
493.07999999997384,11.855,4G
494.07999999997384,10.826,4G
495.07999999997384,12.324,4G
496.07999999997384,12.302,4G
499.07999999997384,5.106,5G
500.07999999997384,4.478,5G
501.07999999997384,2.699,5G
502.07999999997384,3.882,5G
505.07999999997384,9.309,5G
506.07999999997384,5.065,5G
507.07999999997384,7.453,5G
