Time_Seconds,DL_bitrate,Network_Type
0,5.491,4G
1.0,5.983,4G
2.0,3.321,4G
3.0,4.372,4G
6.0,0.301,4G
8.0,0.011,4G
9.0,0.246,4G
11.0,0.152030075188,3G
12.020000000000437,0.126870588235,3G
13.080999999998312,0.16262393968,3G
14.120999999999185,0.165907692308,3G
17.221999999997934,126.601,5G
18.221999999997934,186.814,5G
19.221999999997934,249.981,5G
20.221999999997934,245.411,5G
23.221999999997934,5.127,5G
24.221999999997934,10.819,5G
25.221999999997934,9.577,5G
27.221999999997934,13.171,5G
30.221999999997934,0.84518019802,3G
31.222999999997683,1.28370829171,3G
32.2319999999977,2.39070763132,3G
33.233999999998105,2.75238323353,3G
36.24499999999762,3.098,4G
37.24499999999762,5.099,4G
38.24499999999762,4.853,4G
40.24499999999762,6.263,4G
43.24499999999762,2.6483960396,3G
44.24599999999691,2.6458021978,3G
45.246999999997115,2.24581818182,3G
46.254999999996926,2.25191269841,3G
49.25799999999572,8.723,4G
50.25799999999572,6.106,4G
52.25799999999572,19.247,4G
53.25799999999572,11.206,4G
57.25799999999572,17.398,5G
58.25799999999572,17.116,5G
60.25799999999572,17.861,5G
61.25799999999572,18.366,5G
65.25799999999572,1.80795514019,3G
66.32799999999543,0.327297196262,3G
67.34299999999484,1.06849704142,3G
68.3479999999995,1.62105472637,3G
71.50299999999834,0.164027428571,3G
72.51199999999653,0.650782953419,3G
73.57299999999805,0.424452403393,3G
74.73300000000154,0.264165517241,3G
77.81199999999944,0.401316154609,3G
78.81299999999965,0.635276723277,3G
79.85299999999961,0.636784615385,3G
81.5329999999999,0.259814285714,3G
84.57500000000027,4.182,4G
85.57500000000027,11.765,4G
86.57500000000027,20.399,4G
87.57500000000027,11.966,4G
90.57500000000027,0.553714285714,3G
91.59499999999707,0.600847058824,3G
92.60699999999952,0.534387351779,3G
93.60799999999972,0.655984015984,3G
96.65999999999576,1.27535664336,3G
97.66899999999578,1.18466600595,3G
98.66999999999598,1.18730869131,3G
99.678999999996,1.30669573835,3G
102.69799999999623,3.083,5G
104.69799999999623,1.907,5G
105.69799999999623,2.478,5G
107.69799999999623,159.583,5G
109.69799999999623,66.343,5G
110.69799999999623,66.343,5G
112.69799999999623,2.15149206349,3G
113.70899999999483,2.92272997033,3G
114.71899999999323,3.10528316832,3G
115.71999999999343,2.94965034965,3G
118.75199999998904,0.686009794319,3G
119.76399999999512,0.401818181818,3G
120.79199999998991,0.468420233463,3G
121.85499999999183,0.43240639699,3G
124.90699999999879,24.646,5G
125.90699999999879,0.0,5G
125.90699999999879,0.0,5G
126.90699999999879,2.247,5G
127.90699999999879,14.422,5G
131.9069999999988,24.867,5G
132.9069999999988,24.101,5G
134.9069999999988,24.354,5G
135.9069999999988,24.169,5G
139.9069999999988,0.854324110672,3G
140.96599999999262,0.768067988669,3G
141.97899999999527,0.90749851925,3G
142.99399999999832,0.712693596059,3G
146.12499999998863,35.356,5G
148.12499999998863,47.97,5G
149.12499999998863,48.387,5G
151.12499999998863,2.47541258741,3G
152.2229999999904,2.58564663024,3G
